GEOID,Unemployment_Risk,DATE,Sector,Confidence_Score,If_predict
01001,0.1134,2019-04,62,0.831,True
01001,0.0135,2019-04,71,,False
01001,0.1827,2019-04,72,0.664,True
01001,0.1901,2019-04,81,,False
01001,0.1329,2019-04,92,0.453,True
01001,0.1274,2019-05,11,,False
01001,0.0339,2019-05,21,,False
01001,0.1841,2019-05,22,,False
01001,0.0607,2019-05,23,,False
01001,0.0591,2019-05,31,0.688,True
01001,0.1478,2019-05,42,0.877,True
01001,0.1335,2019-05,44,,False
01001,0.129,2019-05,48,,False
01001,0.0262,2019-05,51,,False
01001,0.1943,2019-05,52,,False
01001,0.1059,2019-05,53,0.925,True
01001,0.1796,2019-05,54,,False
01001,0.0208,2019-05,56,,False
01001,0.0452,2019-05,61,,False
01001,0.154,2019-05,62,,False
01001,0.0661,2019-05,71,,False
01001,0.2109,2019-05,72,,False
01001,0.2136,2019-05,81,,False
01001,0.186,2019-05,92,,False
01001,0.1614,2019-06,11,,False
01001,0.2355,2019-06,21,,False
01001,0.2346,2019-06,22,,False
01001,0.2157,2019-06,23,0.864,True
01001,0.1561,2019-06,31,,False
01001,0.1053,2019-06,42,,False
01001,0.2174,2019-06,44,,False
01001,0.149,2019-06,48,,False
01001,0.2175,2019-06,51,,False
01001,0.0579,2019-06,52,,False
01001,0.0645,2019-06,53,,False
01001,0.2295,2019-06,54,0.728,True
01001,0.0594,2019-06,56,,False
01001,0.0565,2019-06,61,0.93,True
01001,0.0728,2019-06,62,,False
01001,0.2102,2019-06,71,,False
01001,0.0406,2019-06,72,,False
01001,0.1539,2019-06,81,,False
01001,0.2496,2019-06,92,0.598,True
01001,0.0861,2019-07,11,,False
01001,0.2123,2019-07,21,0.925,True
01001,0.1946,2019-07,22,,False
01001,0.0936,2019-07,23,0.89,True
01001,0.0384,2019-07,31,,False
01001,0.0922,2019-07,42,0.888,True
01001,0.0178,2019-07,44,,False
01001,0.2264,2019-07,48,,False
01001,0.0109,2019-07,51,,False
01001,0.2268,2019-07,52,,False
01001,0.0738,2019-07,53,,False
01001,0.1105,2019-07,54,0.563,True
01001,0.1957,2019-07,56,,False
01001,0.0265,2019-07,61,0.905,True
01001,0.1313,2019-07,62,,False
01001,0.1353,2019-07,71,0.929,True
01001,0.1209,2019-07,72,,False
01001,0.1111,2019-07,81,0.438,True
01001,0.1224,2019-07,92,,False
01001,0.2448,2019-08,11,0.737,True
01001,0.164,2019-08,21,,False
01001,0.2392,2019-08,22,,False
01001,0.1166,2019-08,23,,False
01001,0.2099,2019-08,31,,False
01001,0.1159,2019-08,42,,False
01001,0.0392,2019-08,44,0.934,True
01001,0.0738,2019-08,48,,False
01001,0.0661,2019-08,51,,False
01001,0.228,2019-08,52,0.722,True
01001,0.1596,2019-08,53,,False
01001,0.1321,2019-08,54,0.741,True
01001,0.17,2019-08,56,0.469,True
01001,0.0703,2019-08,61,0.941,True
01001,0.1731,2019-08,62,0.462,True
01001,0.1528,2019-08,71,,False
01001,0.1077,2019-08,72,0.525,True
01001,0.2219,2019-08,81,0.987,True
01001,0.0781,2019-08,92,,False
01001,0.067,2019-09,11,,False
01001,0.1347,2019-09,21,,False
01001,0.188,2019-09,22,,False
01001,0.197,2019-09,23,,False
01001,0.2262,2019-09,31,,False
01001,0.1401,2019-09,42,,False
01001,0.2065,2019-09,44,,False
01001,0.148,2019-09,48,,False
01001,0.0191,2019-09,51,,False
01001,0.1934,2019-09,52,,False
01001,0.1689,2019-09,53,,False
01001,0.216,2019-09,54,,False
01001,0.0935,2019-09,56,,False
01001,0.0414,2019-09,61,0.602,True
01001,0.1386,2019-09,62,,False
01001,0.2112,2019-09,71,,False
01001,0.0773,2019-09,72,,False
01001,0.1032,2019-09,81,,False
01001,0.1709,2019-09,92,,False
01001,0.1651,2019-10,11,,False
01001,0.1877,2019-10,21,0.98,True
01001,0.0815,2019-10,22,,False
01001,0.1262,2019-10,23,,False
01001,0.1976,2019-10,31,,False
01001,0.0855,2019-10,42,,False
01001,0.0973,2019-10,44,,False
01001,0.2,2019-10,48,,False
01001,0.0981,2019-10,51,,False
01001,0.0223,2019-10,52,0.647,True
01001,0.2323,2019-10,53,0.615,True
01001,0.1461,2019-10,54,0.822,True
01001,0.044,2019-10,56,,False
01001,0.1606,2019-10,61,0.938,True
01001,0.1492,2019-10,62,,False
01001,0.2027,2019-10,71,,False
01001,0.1271,2019-10,72,,False
01001,0.2423,2019-10,81,0.739,True
01001,0.0735,2019-10,92,,False
01001,0.11,2019-11,11,,False
01001,0.1358,2019-11,21,,False
01001,0.1462,2019-11,22,,False
01001,0.2455,2019-11,23,,False
01001,0.0648,2019-11,31,,False
01001,0.1792,2019-11,42,0.753,True
01001,0.1601,2019-11,44,0.568,True
01001,0.0393,2019-11,48,0.51,True
01001,0.0221,2019-11,51,0.45,True
01001,0.1695,2019-11,52,0.707,True
01001,0.2421,2019-11,53,,False
01001,0.247,2019-11,54,,False
01001,0.1634,2019-11,56,,False
01001,0.0495,2019-11,61,,False
01001,0.0429,2019-11,62,0.602,True
01001,0.1225,2019-11,71,,False
01001,0.0427,2019-11,72,,False
01001,0.0915,2019-11,81,0.546,True
01001,0.1105,2019-11,92,0.496,True
01001,0.0444,2019-12,11,0.811,True
01001,0.1417,2019-12,21,,False
01001,0.0109,2019-12,22,0.707,True
01001,0.2165,2019-12,23,0.549,True
01001,0.0194,2019-12,31,0.721,True
01001,0.1492,2019-12,42,,False
01001,0.1791,2019-12,44,,False
01001,0.1012,2019-12,48,,False
01001,0.1016,2019-12,51,0.84,True
01001,0.044,2019-12,52,,False
01001,0.1028,2019-12,53,0.421,True
01001,0.0248,2019-12,54,,False
01001,0.1132,2019-12,56,,False
01001,0.148,2019-12,61,,False
01001,0.091,2019-12,62,0.478,True
01001,0.2427,2019-12,71,,False
01001,0.1606,2019-12,72,,False
01001,0.115,2019-12,81,0.948,True
01001,0.071,2019-12,92,,False
01001,0.1152,2020-01,11,,False
01001,0.0919,2020-01,21,0.889,True
01001,0.1869,2020-01,22,,False
01001,0.1092,2020-01,23,,False
01001,0.0576,2020-01,31,0.444,True
01001,0.034,2020-01,42,,False
01001,0.0294,2020-01,44,0.415,True
01001,0.1637,2020-01,48,0.519,True
01001,0.2029,2020-01,51,,False
01001,0.0159,2020-01,52,0.485,True
01001,0.0969,2020-01,53,,False
01001,0.1128,2020-01,54,,False
01001,0.1428,2020-01,56,,False
01001,0.1077,2020-01,61,,False
01001,0.1904,2020-01,62,,False
01001,0.2436,2020-01,71,,False
01001,0.233,2020-01,72,,False
01001,0.1238,2020-01,81,0.884,True
01001,0.0245,2020-01,92,,False
01001,0.1406,2020-02,11,,False
01001,0.0493,2020-02,21,,False
01001,0.2328,2020-02,22,,False
01001,0.0344,2020-02,23,0.791,True
01001,0.0244,2020-02,31,,False
01001,0.1266,2020-02,42,0.772,True
01001,0.1268,2020-02,44,,False
01001,0.1567,2020-02,48,,False
01001,0.0466,2020-02,51,,False
01001,0.0609,2020-02,52,,False
01001,0.1195,2020-02,53,,False
01001,0.1076,2020-02,54,,False
01001,0.0997,2020-02,56,,False
01001,0.2075,2020-02,61,0.476,True
01001,0.2142,2020-02,62,0.516,True
01001,0.1604,2020-02,71,0.968,True
01001,0.0527,2020-02,72,,False
01001,0.0302,2020-02,81,,False
01001,0.1542,2020-02,92,,False
01001,0.2075,2020-03,11,0.783,True
01001,0.2163,2020-03,21,,False
01001,0.1639,2020-03,22,0.998,True
01001,0.1348,2020-03,23,,False
01001,0.1173,2020-03,31,0.509,True
01001,0.0393,2020-03,42,0.848,True
01001,0.0363,2020-03,44,,False
01001,0.1782,2020-03,48,,False
01001,0.0479,2020-03,51,0.929,True
01001,0.2231,2020-03,52,,False
01001,0.1493,2020-03,53,0.579,True
01001,0.1234,2020-03,54,0.668,True
01001,0.0303,2020-03,56,,False
01001,0.0351,2020-03,61,0.786,True
01001,0.1311,2020-03,62,,False
01001,0.0279,2020-03,71,,False
01001,0.0587,2020-03,72,0.973,True
01001,0.0351,2020-03,81,,False
01001,0.1654,2020-03,92,0.942,True
01001,0.0513,2020-04,11,0.562,True
01001,0.1331,2020-04,21,,False
01001,0.0899,2020-04,22,,False
01001,0.216,2020-04,23,0.84,True
01001,0.0766,2020-04,31,0.77,True
01001,0.2187,2020-04,42,,False
01001,0.2345,2020-04,44,,False
01001,0.1066,2020-04,48,,False
01001,0.1132,2020-04,51,0.92,True
01001,0.0813,2020-04,52,,False
01001,0.055,2020-04,53,,False
01001,0.0601,2020-04,54,,False
01001,0.19,2020-04,56,0.837,True
01001,0.0851,2020-04,61,,False
01001,0.1768,2020-04,62,,False
01001,0.1879,2020-04,71,,False
01001,0.2057,2020-04,72,0.55,True
01001,0.2324,2020-04,81,,False
01001,0.1992,2020-04,92,,False
01001,0.1235,2020-05,11,,False
01001,0.103,2020-05,21,,False
01001,0.1652,2020-05,22,,False
01001,0.0971,2020-05,23,,False
01001,0.2017,2020-05,31,0.505,True
01001,0.0181,2020-05,42,,False
01001,0.0611,2020-05,44,,False
01001,0.1715,2020-05,48,0.984,True
01001,0.1783,2020-05,51,0.728,True
01001,0.2158,2020-05,52,0.455,True
01001,0.1946,2020-05,53,,False
01001,0.2471,2020-05,54,0.56,True
01001,0.0665,2020-05,56,,False
01001,0.1845,2020-05,61,,False
01001,0.175,2020-05,62,0.704,True
01001,0.1404,2020-05,71,,False
01001,0.1901,2020-05,72,,False
01001,0.0998,2020-05,81,0.961,True
01001,0.1362,2020-05,92,,False
01001,0.192,2020-06,11,,False
01001,0.0869,2020-06,21,0.783,True
01001,0.2331,2020-06,22,,False
01001,0.2449,2020-06,23,,False
01001,0.0876,2020-06,31,0.741,True
01001,0.1123,2020-06,42,,False
01001,0.2203,2020-06,44,,False
01001,0.1313,2020-06,48,0.793,True
01001,0.2295,2020-06,51,,False
01001,0.2162,2020-06,52,,False
01001,0.1042,2020-06,53,,False
01001,0.0269,2020-06,54,0.523,True
01001,0.048,2020-06,56,,False
01001,0.1664,2020-06,61,0.764,True
01001,0.0559,2020-06,62,0.925,True
01001,0.1979,2020-06,71,,False
01001,0.2239,2020-06,72,0.672,True
01001,0.0666,2020-06,81,,False
01001,0.0225,2020-06,92,,False
01001,0.2475,2020-07,11,,False
01001,0.1197,2020-07,21,,False
01001,0.1137,2020-07,22,,False
01001,0.0159,2020-07,23,,False
01001,0.0499,2020-07,31,,False
01001,0.0372,2020-07,42,,False
01001,0.1158,2020-07,44,,False
01001,0.1349,2020-07,48,,False
01001,0.0199,2020-07,51,0.734,True
01001,0.1612,2020-07,52,0.716,True
01001,0.2285,2020-07,53,0.673,True
01001,0.0277,2020-07,54,,False
01001,0.0751,2020-07,56,,False
01001,0.1315,2020-07,61,0.931,True
01001,0.2449,2020-07,62,,False
01001,0.1336,2020-07,71,0.821,True
01001,0.1371,2020-07,72,,False
01001,0.2348,2020-07,81,,False
01001,0.1886,2020-07,92,0.882,True
01001,0.062,2020-08,11,0.823,True
01001,0.1743,2020-08,21,,False
01001,0.2092,2020-08,22,,False
01001,0.239,2020-08,23,0.712,True
01001,0.1087,2020-08,31,,False
01001,0.173,2020-08,42,0.955,True
01001,0.066,2020-08,44,0.833,True
01001,0.0523,2020-08,48,,False
01001,0.0431,2020-08,51,,False
01001,0.0532,2020-08,52,,False
01001,0.0225,2020-08,53,,False
01001,0.0624,2020-08,54,,False
01001,0.0695,2020-08,56,,False
01001,0.2015,2020-08,61,,False
01001,0.0247,2020-08,62,0.402,True
01001,0.0478,2020-08,71,,False
01001,0.1162,2020-08,72,,False
01001,0.2432,2020-08,81,0.896,True
01001,0.1777,2020-08,92,,False
01001,0.075,2020-09,11,0.994,True
01001,0.0526,2020-09,21,,False
01001,0.1535,2020-09,22,,False
01001,0.1414,2020-09,23,,False
01001,0.0843,2020-09,31,,False
01001,0.1426,2020-09,42,0.96,True
01001,0.1985,2020-09,44,0.719,True
01001,0.1361,2020-09,48,0.536,True
01001,0.1399,2020-09,51,,False
01001,0.1102,2020-09,52,,False
01001,0.2093,2020-09,53,,False
01001,0.2016,2020-09,54,,False
01001,0.1595,2020-09,56,0.669,True
01001,0.1668,2020-09,61,,False
01001,0.065,2020-09,62,,False
01001,0.1953,2020-09,71,,False
01001,0.0807,2020-09,72,,False
01001,0.1874,2020-09,81,,False
01001,0.1197,2020-09,92,0.826,True
01001,0.0207,2020-10,11,,False
01001,0.05,2020-10,21,,False
01001,0.1703,2020-10,22,,False
01001,0.2087,2020-10,23,,False
01001,0.0223,2020-10,31,,False
01001,0.2225,2020-10,42,,False
01001,0.0533,2020-10,44,0.66,True
01001,0.1513,2020-10,48,,False
01001,0.1337,2020-10,51,0.933,True
01001,0.2299,2020-10,52,,False
01001,0.1205,2020-10,53,,False
01001,0.1997,2020-10,54,,False
01001,0.0609,2020-10,56,,False
01001,0.1,2020-10,61,,False
01001,0.1776,2020-10,62,,False
01001,0.042,2020-10,71,,False
01001,0.068,2020-10,72,,False
01001,0.1983,2020-10,81,,False
01001,0.1458,2020-10,92,,False
01001,0.1199,2020-11,11,0.539,True
01001,0.0641,2020-11,21,0.495,True
01001,0.1531,2020-11,22,,False
01001,0.1274,2020-11,23,0.644,True
01001,0.0821,2020-11,31,,False
01001,0.2424,2020-11,42,,False
01001,0.0509,2020-11,44,,False
01001,0.035,2020-11,48,,False
01001,0.1751,2020-11,51,,False
01001,0.2334,2020-11,52,0.632,True
01001,0.0797,2020-11,53,,False
01001,0.1419,2020-11,54,0.463,True
01001,0.0771,2020-11,56,,False
01001,0.157,2020-11,61,0.446,True
01001,0.0572,2020-11,62,0.881,True
01001,0.0783,2020-11,71,,False
01001,0.1573,2020-11,72,,False
01001,0.0304,2020-11,81,,False
01001,0.0741,2020-11,92,0.479,True
01001,0.2346,2020-12,11,,False
01001,0.2336,2020-12,21,,False
01001,0.1976,2020-12,22,,False
01001,0.0192,2020-12,23,0.618,True
01001,0.0624,2020-12,31,,False
01001,0.0684,2020-12,42,,False
01001,0.0593,2020-12,44,,False
01001,0.1423,2020-12,48,,False
01001,0.1596,2020-12,51,0.4,True
01001,0.0132,2020-12,52,,False
01001,0.0154,2020-12,53,,False
01001,0.1786,2020-12,54,0.632,True
01001,0.0286,2020-12,56,0.921,True
01001,0.2034,2020-12,61,,False
01001,0.1005,2020-12,62,0.845,True
01001,0.0563,2020-12,71,,False
01001,0.2315,2020-12,72,,False
01001,0.2474,2020-12,81,0.532,True
01001,0.1001,2020-12,92,,False
01001,0.1904,2021-01,11,0.465,True
01001,0.207,2021-01,21,0.839,True
01001,0.0991,2021-01,22,,False
01001,0.1148,2021-01,23,,False
01001,0.0681,2021-01,31,,False
01001,0.1493,2021-01,42,,False
01001,0.1926,2021-01,44,0.617,True
01001,0.1659,2021-01,48,,False
01001,0.1933,2021-01,51,,False
01001,0.075,2021-01,52,,False
01001,0.2276,2021-01,53,,False
01001,0.2337,2021-01,54,,False
01001,0.2367,2021-01,56,0.747,True
01001,0.0537,2021-01,61,,False
01001,0.0991,2021-01,62,,False
01001,0.1679,2021-01,71,,False
01001,0.2159,2021-01,72,,False
01001,0.2202,2021-01,81,0.57,True
01001,0.2189,2021-01,92,,False
01001,0.1641,2021-02,11,,False
01001,0.2341,2021-02,21,,False
01001,0.2386,2021-02,22,0.515,True
01001,0.0611,2021-02,23,,False
01001,0.0499,2021-02,31,,False
01001,0.042,2021-02,42,,False
01001,0.0459,2021-02,44,,False
01001,0.0213,2021-02,48,0.634,True
01001,0.124,2021-02,51,,False
01001,0.2388,2021-02,52,,False
01001,0.1832,2021-02,53,,False
01001,0.1217,2021-02,54,,False
01001,0.1334,2021-02,56,0.995,True
01001,0.226,2021-02,61,0.822,True
01001,0.1975,2021-02,62,,False
01001,0.1284,2021-02,71,,False
01001,0.1505,2021-02,72,,False
01001,0.1281,2021-02,81,,False
01001,0.1918,2021-02,92,,False
01001,0.014,2021-03,11,,False
01001,0.1343,2021-03,21,,False
01001,0.0971,2021-03,22,,False
01001,0.0203,2021-03,23,,False
01001,0.1448,2021-03,31,,False
01001,0.1893,2021-03,42,,False
01001,0.2464,2021-03,44,,False
01001,0.2328,2021-03,48,0.43,True
01001,0.0667,2021-03,51,,False
01001,0.1066,2021-03,52,,False
01001,0.0202,2021-03,53,,False
01001,0.0847,2021-03,54,0.64,True
01001,0.1416,2021-03,56,0.683,True
01001,0.2353,2021-03,61,,False
01001,0.0961,2021-03,62,,False
01001,0.0882,2021-03,71,,False
01001,0.0351,2021-03,72,,False
01001,0.1008,2021-03,81,,False
01001,0.1322,2021-03,92,0.99,True
01001,0.1194,2021-04,11,0.729,True
01001,0.2115,2021-04,21,,False
01001,0.232,2021-04,22,,False
01001,0.1485,2021-04,23,,False
01001,0.1914,2021-04,31,0.978,True
01001,0.2267,2021-04,42,0.664,True
01001,0.2349,2021-04,44,,False
01001,0.0361,2021-04,48,,False
01001,0.1964,2021-04,51,0.544,True
01001,0.109,2021-04,52,0.412,True
01001,0.2275,2021-04,53,0.493,True
01001,0.2298,2021-04,54,,False
01001,0.0888,2021-04,56,,False
01001,0.1353,2021-04,61,,False
01001,0.109,2021-04,62,0.572,True
01001,0.1155,2021-04,71,0.766,True
01001,0.128,2021-04,72,,False
01001,0.2256,2021-04,81,,False
01001,0.1535,2021-04,92,0.988,True
01001,0.0522,2021-05,11,,False
01001,0.017,2021-05,21,,False
01001,0.2172,2021-05,22,0.857,True
01001,0.153,2021-05,23,,False
01001,0.2048,2021-05,31,,False
01001,0.013,2021-05,42,,False
01001,0.1946,2021-05,44,,False
01001,0.0993,2021-05,48,,False
01001,0.0674,2021-05,51,,False
01001,0.2124,2021-05,52,,False
01001,0.2094,2021-05,53,,False
01001,0.0804,2021-05,54,,False
01001,0.0561,2021-05,56,0.769,True
01001,0.2203,2021-05,61,,False
01001,0.2153,2021-05,62,,False
01001,0.1225,2021-05,71,0.532,True
01001,0.0896,2021-05,72,,False
01001,0.1091,2021-05,81,,False
01001,0.131,2021-05,92,,False
01001,0.0227,2021-06,11,,False
01001,0.127,2021-06,21,,False
01001,0.0536,2021-06,22,0.691,True
01001,0.0618,2021-06,23,0.699,True
01001,0.1067,2021-06,31,,False
01001,0.2262,2021-06,42,,False
01001,0.1547,2021-06,44,0.611,True
01001,0.1687,2021-06,48,0.733,True
01001,0.0297,2021-06,51,,False
01001,0.122,2021-06,52,0.767,True
01001,0.2489,2021-06,53,,False
01001,0.0434,2021-06,54,,False
01001,0.0189,2021-06,56,0.477,True
01001,0.0267,2021-06,61,0.531,True
01001,0.1288,2021-06,62,0.741,True
01001,0.0777,2021-06,71,0.807,True
01001,0.1087,2021-06,72,,False
01001,0.2201,2021-06,81,,False
01001,0.2343,2021-06,92,,False
01001,0.2487,2021-07,11,,False
01001,0.0211,2021-07,21,0.726,True
01001,0.2416,2021-07,22,,False
01001,0.0922,2021-07,23,,False
01001,0.0532,2021-07,31,,False
01001,0.0237,2021-07,42,,False
01001,0.1713,2021-07,44,,False
01001,0.0125,2021-07,48,,False
01001,0.018,2021-07,51,,False
01001,0.0639,2021-07,52,0.829,True
01001,0.0162,2021-07,53,0.854,True
01001,0.0586,2021-07,54,,False
01001,0.0326,2021-07,56,0.645,True
01001,0.2185,2021-07,61,,False
01001,0.1957,2021-07,62,,False
01001,0.0265,2021-07,71,,False
01001,0.0656,2021-07,72,,False
01001,0.1877,2021-07,81,,False
01001,0.0188,2021-07,92,,False
01001,0.2295,2021-08,11,,False
01001,0.1356,2021-08,21,,False
01001,0.0857,2021-08,22,,False
01001,0.0551,2021-08,23,,False
01001,0.0338,2021-08,31,,False
01001,0.1492,2021-08,42,0.993,True
01001,0.1115,2021-08,44,,False
01001,0.1347,2021-08,48,,False
01001,0.2023,2021-08,51,,False
01001,0.2017,2021-08,52,0.737,True
01001,0.1558,2021-08,53,,False
01001,0.1941,2021-08,54,0.934,True
01001,0.0582,2021-08,56,,False
01001,0.2089,2021-08,61,0.863,True
01001,0.1486,2021-08,62,,False
01001,0.0109,2021-08,71,0.76,True
01001,0.0203,2021-08,72,0.7,True
01001,0.2403,2021-08,81,,False
01001,0.0515,2021-08,92,0.836,True
01001,0.182,2021-09,11,0.492,True
01001,0.0909,2021-09,21,,False
01001,0.0881,2021-09,22,0.655,True
01001,0.0312,2021-09,23,,False
01001,0.0235,2021-09,31,0.509,True
01001,0.178,2021-09,42,,False
01001,0.0441,2021-09,44,,False
01001,0.1509,2021-09,48,,False
01001,0.0286,2021-09,51,,False
01001,0.2191,2021-09,52,0.521,True
01001,0.248,2021-09,53,0.957,True
01001,0.0147,2021-09,54,0.621,True
01001,0.061,2021-09,56,,False
01001,0.1598,2021-09,61,,False
01001,0.1671,2021-09,62,,False
01001,0.1338,2021-09,71,0.674,True
01001,0.0399,2021-09,72,,False
01001,0.0742,2021-09,81,,False
01001,0.0243,2021-09,92,,False
01001,0.2351,2021-10,11,0.572,True
01001,0.0373,2021-10,21,,False
01001,0.1662,2021-10,22,0.657,True
01001,0.0804,2021-10,23,,False
01001,0.118,2021-10,31,0.996,True
01001,0.1563,2021-10,42,,False
01001,0.2465,2021-10,44,,False
01001,0.0348,2021-10,48,,False
01001,0.0411,2021-10,51,0.41,True
01001,0.0432,2021-10,52,,False
01001,0.052,2021-10,53,0.403,True
01001,0.1316,2021-10,54,,False
01001,0.1346,2021-10,56,0.726,True
01001,0.1005,2021-10,61,,False
01001,0.1526,2021-10,62,,False
01001,0.1672,2021-10,71,0.596,True
01001,0.2159,2021-10,72,0.493,True
01001,0.0177,2021-10,81,,False
01001,0.1715,2021-10,92,0.8,True
01001,0.1262,2021-11,11,0.605,True
01001,0.2478,2021-11,21,,False
01001,0.1717,2021-11,22,,False
01001,0.0382,2021-11,23,0.791,True
01001,0.0817,2021-11,31,0.619,True
01001,0.0908,2021-11,42,,False
01001,0.08,2021-11,44,,False
01001,0.1139,2021-11,48,0.404,True
01001,0.0891,2021-11,51,0.923,True
01001,0.201,2021-11,52,0.944,True
01001,0.2069,2021-11,53,,False
01001,0.0532,2021-11,54,0.436,True
01001,0.1663,2021-11,56,,False
01001,0.0508,2021-11,61,0.496,True
01001,0.0986,2021-11,62,,False
01001,0.0647,2021-11,71,,False
01001,0.2464,2021-11,72,,False
01001,0.0927,2021-11,81,,False
01001,0.0286,2021-11,92,,False
01001,0.0748,2021-12,11,,False
01001,0.2153,2021-12,21,,False
01001,0.0646,2021-12,22,,False
01001,0.2194,2021-12,23,,False
01001,0.2382,2021-12,31,0.843,True
01001,0.1955,2021-12,42,,False
01001,0.1591,2021-12,44,0.999,True
01001,0.1237,2021-12,48,0.85,True
01001,0.0628,2021-12,51,0.9,True
01001,0.2337,2021-12,52,,False
01001,0.054,2021-12,53,,False
01001,0.1895,2021-12,54,,False
01001,0.1586,2021-12,56,,False
01001,0.2491,2021-12,61,,False
01001,0.2252,2021-12,62,,False
01001,0.1711,2021-12,71,,False
01001,0.1201,2021-12,72,,False
01001,0.2125,2021-12,81,,False
01001,0.0473,2021-12,92,,False
01001,0.0821,2022-01,11,0.941,True
01001,0.1211,2022-01,21,,False
01001,0.0953,2022-01,22,,False
01001,0.2487,2022-01,23,0.568,True
01001,0.2092,2022-01,31,0.932,True
01001,0.1442,2022-01,42,,False
01001,0.0698,2022-01,44,,False
01001,0.0253,2022-01,48,0.818,True
01001,0.1763,2022-01,51,,False
01001,0.1652,2022-01,52,0.448,True
01001,0.1073,2022-01,53,,False
01001,0.1214,2022-01,54,,False
01001,0.2487,2022-01,56,,False
01001,0.2266,2022-01,61,,False
01001,0.2493,2022-01,62,,False
01001,0.2369,2022-01,71,,False
01001,0.1306,2022-01,72,,False
01001,0.1584,2022-01,81,,False
01001,0.2146,2022-01,92,0.645,True
01001,0.0614,2022-02,11,,False
01001,0.2479,2022-02,21,0.541,True
01001,0.0247,2022-02,22,0.847,True
01001,0.0955,2022-02,23,,False
01001,0.0166,2022-02,31,,False
01001,0.1263,2022-02,42,,False
01001,0.0562,2022-02,44,0.633,True
01001,0.0965,2022-02,48,,False
01001,0.0992,2022-02,51,0.785,True
01001,0.0951,2022-02,52,,False
01001,0.1616,2022-02,53,0.487,True
01001,0.0366,2022-02,54,,False
01001,0.1752,2022-02,56,,False
01001,0.0927,2022-02,61,,False
01001,0.0576,2022-02,62,0.93,True
01001,0.238,2022-02,71,,False
01001,0.1023,2022-02,72,,False
01001,0.1634,2022-02,81,,False
01001,0.2046,2022-02,92,0.418,True
01001,0.1061,2022-03,11,0.547,True
01001,0.2031,2022-03,21,,False
01001,0.0831,2022-03,22,,False
01001,0.0559,2022-03,23,,False
01001,0.1841,2022-03,31,0.993,True
01001,0.0758,2022-03,42,,False
01001,0.1582,2022-03,44,,False
01001,0.096,2022-03,48,,False
01001,0.0218,2022-03,51,0.657,True
01001,0.1134,2022-03,52,,False
01001,0.1104,2022-03,53,,False
01001,0.2186,2022-03,54,,False
01001,0.1824,2022-03,56,0.495,True
01001,0.2246,2022-03,61,,False
01001,0.1274,2022-03,62,,False
